id,title,authors,journal,year,source
159,music mood and human emotion recognition based on physiological signals: a systematic review,"chaturvedi v., kaur a.b., varshney v., garg a., chhabra g.s., kumar m.",multimedia systems,2022,scopus
160,an accurate automated schizophrenia detection using tqwt and statistical moment based feature extraction,baygin m.,biomedical signal processing and control,2021,scopus
161,a novel knowledge distillation-based feature selection for the classification of adhd,"khan n.a., waheeb s.a., riaz a., shang x.",biomolecules,2021,scopus
162,"stockwell transform for epileptic seizure detection from eeg signals,","hashem kalbkhani, mahrokh g. shayesteh,","biomedical signal processing and control,",2017,sciencedirect
163,localization of emotional affect in electrocorticography using a model based discrimination measure,"kaplan a.d., cheng q., karande p., tran e., bijanzadeh m., dawes h., chang e.","conference record - asilomar conference on signals, systems and computers",2019,scopus
164,deep learning-based mental health monitoring scheme for college students using convolutional neural network,"du c., liu c., balamurugan p., selvaraj p.",international journal on artificial intelligence tools,2021,scopus
165,a knowledge-based deep learning method for ecg signal delineation,"wang j., li r., li r., fu b.",future generation computer systems,2020,scopus
166,exploiting feature selection and neural network techniques for identification of focal and nonfocal eeg signals in tqwt domain,"sadiq m.t., akbari h., rehman a.u., nishtar z., masood b., ghazvini m., too j., hamedi n., kaabar m.k.a.",journal of healthcare engineering,2021,scopus
167,discovery and validation of biomarkers to aid the development of safe and effective pain therapeutics: challenges and opportunities,"davis k.d., aghaeepour n., ahn a.h., angst m.s., borsook d., brenton a., burczynski m.e., crean c., edwards r., gaudilliere b., hergenroeder g.w., iadarola m.j., iyengar s., jiang y., kong j.-t., mackey s., saab c.y., sang c.n., scholz j., segerdahl m., tracey i., veasley c., wang j., wager t.d., wasan a.d., pelleymounter m.a.",nature reviews neurology,2020,scopus
168,deep learning intervention for health care challenges: some biomedical domain considerations,"tobore i., li j., yuhang l., al-handarish y., kandwal a., nie z., wang l.",jmir mhealth and uhealth,2019,scopus
169,diagnosis of sleep disorders in optimized time slot based machine learning techniques on eeg energy level patterns,"tiwari s., arora d.",materials today: proceedings,2021,scopus
170,role of machine learning in gait analysis: a review,"khera p., kumar n.",journal of medical engineering and technology,2020,scopus
171,preoperative ai-driven fluorescence diagnosis of non-melanoma skin cancer,"andreeva v., aksamentova e., muhachev a., solovey a., litvinov i., gusarov a., shevtsova n.n., kushkin d., litvinova k.",diagnostics,2022,scopus
172,effects of rest-break on mental fatigue recovery based on eeg dynamic functional connectivity,"xu t., xu l., zhang h., ji z., li j., bezerianos a., wang h.",biomedical signal processing and control,2022,scopus
173,brain network analysis:method and application [脑网络分析方法及其应用],"huang j., jie b., ding w., zhang d.",shuju caiji yu chuli/journal of data acquisition and processing,2021,scopus
174,accurate respiratory sound classification model based on piccolo pattern,"tasar b., yaman o., tuncer t.",applied acoustics,2022,scopus
175,a modified deep convolutional neural network for abnormal brain image classification,"jude hemanth d., anitha j., naaji a., geman o., popescu d.e., hoang son l.",ieee access,2019,scopus
176,functional oxides for photoneuromorphic engineering: toward a solar brain,pérez-tomás a.,advanced materials interfaces,2019,scopus
177,big eeg data images for convolutional neural networks,"thundiyil s., thungamani m., hariprasad s.a.","2021 ieee signal processing in medicine and biology symposium, spmb 2021 - proceedings",2021,scopus
178,deep learning-based classification of fine hand movements from low frequency eeg,"giulia bressan, selina c. wriessnegger, giulia cisotto",preprints,2020,arxiv
179,employing a deep convolutional neural network for human activity recognition based on binary ambient sensor data,"mohmed g., lotfi a., pourabdollah a.",acm international conference proceeding series,2020,scopus
180,artificial intelligence: the “trait d’union” in different analysis approaches of autism spectrum disorder studies,"marciano f., venutolo g., ingenito c.m., verbeni a., terracciano c., plunk e., garaci f., cavallo a., fasano a.",current medicinal chemistry,2021,scopus
181,abnormal symptom-triggered remaining useful life prediction for rolling element bearings,"cheng y., wang j., wu j., zhu h., wang y.",jvc/journal of vibration and control,2022,scopus
182,a robust grey wolf-based deep learning for brain tumour detection in mr images,"geetha a., gomathi n.",international journal of engineering education,2019,scopus
183,the abnormal detection of electroencephalogram with three-dimensional deep convolutional neural networks,"yun-mei d., maalla a., hui-ying l., shuai h., dong l., long l., hongsheng l.",ieee access,2020,scopus
184,toward precise localization of abnormal brain activity: 1d cnn on single voxel fmri time-series,"wu y.-y., hu y.-s., wang j., zang y.-f., zhang y.",frontiers in computational neuroscience,2022,scopus
185,discriminative analysis of symptom severity and ultra-high risk of schizophrenia using intrinsic functional connectivity,"wang l., li x., zhu y., lin b., bo q., li f., wang c.",international journal of neural systems,2020,scopus
186,clinical applications of magnetic resonance imaging based functional and structural connectivity,"wu c., ferreira f., fox m., harel n., hattangadi-gluth j., horn a., jbabdi s., kahan j., oswal a., sheth s.a., tie y., vakharia v., zrinzo l., akram h.",neuroimage,2021,scopus
187,the effects of non-directional online behavior on students’ learning performance: a user profile based analysis method,"liang k., liu j., zhang y.",future internet,2021,scopus
188,interpretable functional specialization emerges in deep convolutional networks trained on brain signals,"hammer j., schirrmeister r.t., hartmann k., marusic p., schulze-bonhage a., ball t.",journal of neural engineering,2022,scopus
189,novel three kernelled binary pattern feature extractor based automated pcg sound classification method,"ali kobat m., dogan s.",applied acoustics,2021,scopus
190,abnormal detection model of energy consumption data in beneficiation and metallurgy enterprises based on transfer learning,"yu z., chu g., zhang y., zhou s., he s., li j.",journal of physics: conference series,2022,scopus
191,"comparison of t-test ranking with pca and sepcor feature selection for wake and stage 1 sleep pattern recognition in multichannel electroencephalograms,","t.k. padma shri, n. sriraam,","biomedical signal processing and control,",2017,sciencedirect
192,neural decoding of multi-modal imagery behavior focusing on temporal complexity,"furutani n., nariya y., takahashi t., ito h., yoshimura y., hiraishi h., hasegawa c., ikeda t., kikuchi m.",frontiers in psychiatry,2020,scopus
193,the iot and registration of mri brain diagnosis based on genetic algorithm and convolutional neural network,"ahmed a.s., salah h.a.",indonesian journal of electrical engineering and computer science,2022,scopus
194,quantitative eeg predicts outcomes in children after cardiac arrest,"lee s., zhao x., davis k.a., topjian a.a., litt b., abend n.s.",neurology,2019,scopus
195,the clinical and electrophysiological investigation of tremor,"deuschl g., becktepe j.s., dirkx m., haubenberger d., hassan a., helmich r.c., muthuraman m., panyakaew p., schwingenschuh p., zeuner k.e., elble r.j.",clinical neurophysiology,2022,scopus
196,"machine learning in medical applications: a review of state-of-the-art methods,","mohammad shehab, laith abualigah, qusai shambour, muhannad a. abu-hashem, mohd khaled yousef shambour, ahmed izzat alsalibi, amir h. gandomi,","computers in biology and medicine,",2022,sciencedirect
197,a zero-shot deep metric learning approach to brain–computer interfaces for image retrieval,"mccartney b., devereux b., martinez-del-rincon j.",knowledge-based systems,2022,scopus
198,predictive monitoring of incipient faults in rotating machinery: a systematic review from data acquisition to artificial intelligence,"saini k., dhami s.s., vanraj",archives of computational methods in engineering,2022,scopus
199,credit card fraud detection by combining synthetic minority oversampling and edited nearest neighbours,ludera d.t.j.,advances in intelligent systems and computing,2021,scopus
200,automated cheating detection based on video surveillance in the examination classes,"al_airaji r.m., aljazaery i.a., alrikabi h.t.s., alaidi a.h.m.",international journal of interactive mobile technologies,2022,scopus
201,performance of openbci eeg binary intent classification with laryngeal imagery,"samuel kuhn, nathan george",preprints,2021,arxiv
202,"predicting individualized clinical measures by a generalized prediction framework and multimodal fusion of mri data,","xing meng, rongtao jiang, dongdong lin, juan bustillo, thomas jones, jiayu chen, qingbao yu, yuhui du, yu zhang, tianzi jiang, jing sui, vince d. calhoun,","neuroimage,",2017,sciencedirect
203,disrupted time-dependent and functional connectivity brain network in alzheimer's disease: a resting-state fmri study based on visibility graph,"gao z., feng y., ma c., ma k., cai q., alzheimer's disease neuroimaging initiative",current alzheimer research,2020,scopus
204,wavelet-based convolutional recurrent neural network for the automatic detection of absence seizure,"niha k.b., aisha banu w.",lecture notes in computational vision and biomechanics,2019,scopus
205,decision-feedback stages revealed by hidden markov modeling of eeg,"tao q., si y., li f., li p., li y., zhang s., wan f., yao d., xu p.",international journal of neural systems,2021,scopus
206,changes in the spatiotemporal pattern of spontaneous activity across a cortical column after noise trauma,"parameshwarappa v., pezard l., noreña a.j.",journal of neurophysiology,2022,scopus
